stop_lat,zone_id,stop_lon,stop_id,stop_desc,stop_name,location_type
37.347764322,1,-121.912920517,1629,,HEDDING & SPRING,0
37.346571912,1,-121.91462036,1628,,HEDDING & COLEMAN,0
37.324241493,1,-121.881572318,3209,,1ST & VIRGINIA,0
37.396789035,1,-122.104626426,349,,EL CAMINO & DISTEL,0
37.41759269,1,-121.87137751,5344,,LANDESS & CLEAR LAKE,0
37.363149404,1,-121.875052174,2860,,MABURY & MABURY,0
37.358675367,1,-121.880159557,2861,,TAYLOR & 21ST,0
37.357167901,1,-121.883328759,2862,,TAYLOR & 18TH,0
37.355401353,1,-121.887047094,2863,,TAYLOR & 14TH,0
37.323150546,1,-122.068808898,559,,FOOTHILL & SILVER OAK,0
37.352065698,1,-121.894087252,2865,,TAYLOR & 7TH,0
37.350474586,1,-121.897423535,2866,,TAYLOR & 4TH,0
37.349456109,1,-121.900365325,2867,,1ST & TAYLOR,0
37.352186961,1,-121.906087563,2868,,HEDDING & SAN PEDRO,0
37.327351037,1,-121.932114297,2869,,BASCOM & NAGLEE,0
37.331101484,1,-122.069266506,557,,FOOTHILL & CRISTO REY,0
37.338388542,1,-122.068447051,556,,GRANT & HOMESTEAD,0
37.345571949,1,-122.077504849,553,,GRANT RD & GRANT AV,0
37.348448033,1,-122.077857534,552,,GRANT & THURSTON,0
37.364846727,1,-122.077943189,1438,,GRANT & COVINGTON,0
37.36109174,1,-122.077889146,1439,,GRANT & BRYANT,0
37.332665855,1,-121.88792137,5459,,1ST & PASEO DE SAN ANTONIO,0
36.997206042,1,-121.573774884,3348,,PRINCEVALLE & 10TH,0
36.998923546,1,-121.570199804,3349,,10TH & HANNA,0
37.236794991,1,-121.795928365,3343,,SANTA TERESA & ENCINAL,0
36.983216028,1,-121.573337831,3346,,THOMAS & SANTA TERESA,0
36.990521082,1,-121.573329882,3347,,THOMAS & OAK BROOK,0
36.974922178,1,-121.570633691,3344,,GAVILAN COLLEGE,0
37.356699622,1,-122.014239095,873,,WOLFE & MARIA,0
37.249552766,1,-121.909844092,1757,,CAMDEN & HIGHWAY 85,0
37.24645514,1,-121.931367741,1752,,UNION & ROSSWOOD,0
37.248009359,1,-121.931383364,1751,,UNION & CARLTON,0
37.250184053,1,-121.931439051,1750,,UNION & SAMARITAN,0
37.243541711,1,-121.926544127,1170,,LOS GATOS-ALMADEN & SANDY,0
37.335557063,1,-121.89013135,3213,,1ST & SANTA CLARA,0
37.24052968,1,-121.960917552,1179,,LOS GATOS & CHIRCO,0
37.309619442,1,-122.013592674,1007,,MILLER & BOLLINGER,0
37.343294393,1,-121.887341518,5531,,7TH & JULIAN,0
37.345516604,1,-121.888986726,5530,,7TH & WASHINGTON,0
37.325760279,1,-121.770378472,5537,,QUIMBY & MIRASSOU,0
37.314416228,1,-121.774343419,5536,,RUBY & EVERGREEN VILLAGE SQUARE,0
37.314737957,1,-121.774398336,5535,,RUBY & EVERGREEN VILLAGE SQUARE,0
37.421166327,1,-122.138121843,510,,EL CAMINO & PORTAGE,0
37.326969233,1,-121.766925334,5538,,MURILLO & QUIMBY,0
37.304216044,1,-122.014950939,1005,,MILLER & WHITECLIFF,0
37.425354231,1,-122.146107273,512,,EL CAMINO & CALIFORNIA,0
37.395457509,1,-122.053252118,1281,,MIDDLEFIELD & ELLIS,0
37.397055698,1,-122.059237682,1280,,MIDDLEFIELD & WHISMAN,0
37.432924331,1,-122.15489619,515,,EL CAMINO & CHURCHILL,0
37.337174136,1,-122.014398377,879,,WOLFE & HOMESTEAD,0
37.331490035,1,-121.909768892,404,,THE ALAMEDA & KEEBLE,0
37.430257881,1,-122.15180861,514,,EL CAMINO & PARK,0
37.348210281,1,-122.014354997,876,,WOLFE & ELIZABETH,0
37.432773937,1,-122.128451172,1579,,MIDDLEFIELD & COLORADO,0
37.434010564,1,-122.130409582,1578,,MIDDLEFIELD & WEBSTER,0
37.392100767,1,-122.114047104,689,,SAN ANTONIO & ARBUELO,0
37.388086893,1,-122.114042535,688,,SAN ANTONIO & YERBA BUENA,0
37.345561774,1,-122.014328632,877,,WOLFE & MARION,0
37.379941899,1,-122.114076002,685,,SAN ANTONIO & HILLVIEW,0
37.377040916,1,-122.114064632,684,,SAN ANTONIO & PEPPER,0
37.385279312,1,-122.114049272,687,,SAN ANTONIO & ALMOND,0
37.382634355,1,-122.114029222,686,,SAN ANTONIO & ANGELA,0
37.437372127,1,-122.135722472,1577,,MIDDLEFIELD & CALIFORNIA,0
37.439601557,1,-122.139264567,1576,,MIDDLEFIELD & SEALE,0
37.375606091,1,-122.11410475,683,,SAN ANTONIO & LYELL,0
37.444274334,1,-122.146670808,1574,,MIDDLEFIELD & MELVILLE,0
37.32574505,1,-121.898775452,623,,SAN CARLOS & JOSEFA,0
37.35130299,1,-122.014408218,875,,WOLFE & FREMONT,0
37.326427425,1,-121.897540345,622,,SAN CARLOS & GIFFORD,0
37.359249236,1,-122.014254433,872,,WOLFE & GARY,0
37.160917003,1,-121.698311212,3435,,HALE & LIVE OAK,0
37.365743979,1,-122.014118453,870,,WOLFE & OLD SAN FRANCISCO,0
37.373157449,1,-122.020487083,1295,,EVELYN & FAIR OAKS,0
37.36226989,1,-122.014272888,871,,WOLFE & IRIS,0
37.397332133,1,-122.076551915,2037,,MOFFETT & JACKSON,0
37.399813212,1,-122.131951607,4389,,ARASTRADERO & GUNN HIGH SCHOOL,0
37.395839525,1,-122.140599755,4388,,ARASTRADERO & OLD ADOBE,0
37.385932,1,-122.03134,5629,,MATHILDA & INDIO,0
37.38221,1,-122.03323,5628,,CALIFORNIA & MATHILDA,0
37.419864147,1,-122.110419361,4383,,CHARLESTON & MIDDLEFIELD,0
37.420887347,1,-122.108046259,4382,,CHARLESTON & GROVE,0
37.425895,1,-122.111682,5625,,MEADOW & ROSS,0
37.424263,1,-122.114538,5624,,MEADOW & MIDDLEFIELD,0
37.395357731,1,-122.143507738,4387,,HILLVIEW & ARASTRADERO,0
37.398543,1,-122.1444414,4386,,HILLVIEW & COYOTE HILL,0
37.401309657,1,-122.145366601,4385,,HILLVIEW & COYOTE HILL,0
37.404422134,1,-122.145354923,4384,,MIRANDA & HILLVIEW,0
37.330697729,1,-121.902161349,407,,SAN JOSE CALTRAIN STATION,0
37.331714993,1,-121.904954203,406,,THE ALAMEDA & BUSH,0
37.418879,1,-121.940813,1373,,HOLGER & ZANKER,0
37.418968,1,-121.945711,1372,,HOLGER & HEADQUARTES (MD),0
37.332383524,1,-121.913160379,403,,THE ALAMEDA & HANCHETT,0
37.333741494,1,-121.914807745,402,,THE ALAMEDA & HESTER,0
37.411065005,1,-121.940601215,1377,,TASMAN & BAYPOINTE,0
37.337683704,1,-121.919569716,400,,THE ALAMEDA & NAGLEE,0
37.41319591,1,-121.931707929,1379,,TASMAN & MORGRIDGE,0
37.412450735,1,-121.936481281,1378,,TASMAN & ZANKER,0
37.32356754,1,-121.918544619,629,,SAN CARLOS & BUENA VISTA,0
37.3319454,1,-121.899519929,409,,SANTA CLARA & DELMAS,0
37.354024324,1,-121.94788779,2744,,EL CAMINO & MAIN,0
37.323599383,1,-121.914929038,628,,SAN CARLOS & MERIDIAN,0
37.38343688,1,-121.85686611,3830,,CAPITOL & PENITENCIA CREEK,0
37.417295598,1,-122.078138051,2031,,SHORELINE & SPACE PARK,0
37.38867315,1,-121.86251784,3832,,CAPITOL & OHLONE,0
37.344749764,1,-121.946337121,2746,,MARKET & MONROE,0
37.387413968,1,-121.830752421,4031,,TOYON & GOLF,0
37.389691678,1,-121.832300282,4030,,TOYON & SAN PABLO,0
37.384237951,1,-121.82856359,4032,,TOYON & CORTESE,0
37.294494718,1,-121.918939998,4187,,HAMILTON & GRACE,0
37.37279682,1,-121.839262564,4037,,MCKEE & FRANCIS,0
37.374895148,1,-121.836159981,4036,,MCKEE & WHITE,0
37.36947475,1,-121.84417983,4039,,MCKEE & CAPITOL,0
37.370939281,1,-121.84199418,4038,,MCKEE & CAPITOL,0
37.325158843,1,-121.803186096,1228,,QUIMBY & SMITHERS,0
37.34020831,1,-122.03215318,2318,,SUNNYVALE-SARATOGA & LA CONNER,0
37.24456506,1,-121.870709508,4735,,ALMADEN STATION (1),0
37.352230971,1,-121.973170573,379,,EL CAMINO & BOWE,0
37.352199235,1,-121.976387923,378,,EL CAMINO & KIELY,0
37.352064985,1,-122.007422513,371,,EL CAMINO & POPLAR,0
37.352607605,1,-122.013398926,370,,EL CAMINO & WOLFE,0
37.352122462,1,-121.998573782,373,,EL CAMINO & HALFORD,0
37.352068438,1,-122.004541341,372,,EL CAMINO & HENDERSON,0
37.352233682,1,-121.986236933,375,,EL CAMINO & POMEROY,0
37.352220234,1,-121.992533117,374,,EL CAMINO & FLORA VISTA,0
37.352233184,1,-121.980794058,377,,EL CAMINO & ALPINE,0
37.352232882,1,-121.983139587,376,,EL CAMINO & CALABAZAS,0
37.327092659,1,-122.032107767,2315,,DE ANZA & LAZANEO,0
37.33759458,1,-122.046460514,2061,,HOMESTEAD & KENNEWICK,0
37.3492683,1,-121.932975298,393,,EL CAMINO & BELLOMY,0
37.352539265,1,-121.936759211,392,,SANTA CLARA CALTRAIN STATION,0
37.352717342,1,-121.939256913,391,,BENTON & SHERMAN,0
37.34342923,1,-121.928815788,397,,THE ALAMEDA & NEWHALL,0
37.343954697,1,-121.93053426,396,,THE ALAMEDA & IDAHO,0
37.344850885,1,-121.93338467,395,,EL CAMINO & THE ALAMEDA,0
37.347194421,1,-121.933075221,394,,EL CAMINO & BELLOMY,0
37.339823714,1,-121.922075278,399,,THE ALAMEDA & UNIVERSITY,0
37.34144413,1,-121.9240077,398,,THE ALAMEDA & MC KENDRIE,0
37.267099471,1,-122.032093424,2309,,SARATOGA-SUNNYVALE & HERRIMAN,0
37.271309877,1,-122.032176889,2308,,SARATOGA-SUNNYVALE & THELMA,0
37.245229374,1,-121.870163869,4729,,ALMADEN STATION (0),0
37.307792984,1,-122.032417825,2301,,DE ANZA & FALLEN LEAF,0
37.310789766,1,-122.032422376,2300,,DE ANZA & BOLLINGER,0
37.293311922,1,-122.032419805,2303,,SARATOGA-SUNNYVALE & PROSPECT,0
37.303201828,1,-122.03240293,2302,,DE ANZA & KENTWOOD,0
37.283094202,1,-122.032509854,2305,,SARATOGA-SUNNYVALE & WARDELL,0
37.288082116,1,-122.032590163,2304,,SARATOGA-SUNNYVALE & RR-XING,0
37.274300986,1,-122.032231399,2307,,SARATOGA-SUNNYVALE & LEONARD,0
37.278872744,1,-122.032373298,2306,,SARATOGA-SUNNYVALE & BLAUER,0
37.293207455,1,-121.766661748,1246,,SAN FELIPE & HARVEST EST,0
37.379049473,1,-122.046872317,2196,,WASHINGTON & MARY,0
37.324899644,1,-121.846141512,3748,,MCLAUGHLIN & PHELAN,0
37.322156459,1,-121.843465295,3749,,MCLAUGHLIN & GLENFINNAN,0
37.328538951,1,-121.849698815,3746,,MCLAUGHLIN & CARNELIAN,0
37.327350634,1,-121.848533518,3747,,MCLAUGHLIN & ALGIERS,0
37.332300386,1,-121.853393571,3744,,MCLAUGHLIN & STORY,0
37.330337726,1,-121.851459485,3745,,MCLAUGHLIN & WINSLOW,0
37.343923309,1,-121.864941874,3742,,SAN ANTONIO & 24TH,0
37.335274926,1,-121.856317517,3743,,MCLAUGHLIN & INTERSTATE-280,0
37.340637199,1,-121.87020425,3740,,SAN ANTONIO & 18TH,0
37.342526325,1,-121.867187306,3741,,SAN ANTONIO & 21ST,0
37.036959496,1,-121.571866143,245,,ST. LOUISE REGIONAL HOSPITAL,0
37.0280103,1,-121.56761743,244,,SAN YSIDRO & LEAVESLEY (N/B MD),0
37.024577302,1,-121.565869557,247,,SAN YSIDRO & LEAVESLEY  (S/B),0
37.02722748,1,-121.56746449,246,,SAN YSIDRO & LAS ANIMAS (S/B),0
37.013440704,1,-121.561039509,240,,KAISER HOSPITAL,0
37.195179077,1,-121.748247525,4626,,IBM SANTA TERESA LABS-BAILEY RD,0
37.232959282,1,-121.772969912,4627,,SAN IGNACIO & BERNAL,0
37.235711442,1,-121.777747137,4628,,SAN IGNACIO & GREAT OAKS,0
37.236968775,1,-121.779858199,4629,,SAN IGNACIO & LAS COLINAS,0
37.02048981,1,-121.5688444,249,,MURRAY & LEAVESLEY (FS),0
37.025557426,1,-121.571499835,248,,HOPE WORKSHOP,0
37.37983669,1,-122.050306553,2197,,WASHINGTON & LEOTA,0
37.410482665,1,-122.02811701,2271,,LOCKHEED MARTIN TRANSIT CENTER,0
37.401514331,1,-122.027267528,2279,,MATHILDA & ROSS,0
37.263648071,1,-121.988214337,5543,,POLLARD & ELWOOD,0
37.454242422,1,-121.910926261,2459,,MILPITAS & SUNNYHILLS CT,0
37.456568538,1,-121.91141884,2458,,MILPITAS & DIXON,0
37.458085699,1,-121.910006252,2450,,DIXON & ARIZONA,0
37.264285661,1,-121.985162704,5545,,POLLARD & MORE,0
37.239511613,1,-121.775246879,3698,,MONTEREY & BERNAL,0
37.241788855,1,-121.779000661,3699,,MONTEREY & TENNANT,0
37.386510781,1,-122.04300919,4538,,CENTRAL & MARY,0
37.334674696,1,-121.800443346,3690,,WHITE & TULLY,0
37.333094007,1,-121.799927887,3691,,WHITE & GLEN COMO,0
37.330122317,1,-121.798954604,3692,,WHITE & GLEN DONEGEL,0
37.328378919,1,-121.798352113,3693,,WHITE & NORWOOD,0
37.390843627,1,-122.04814224,4530,,MIDDLEFIELD & BERNARDO,0
37.394176884,1,-122.051352645,4531,,MIDDLEFIELD & LOGUE,0
37.395438607,1,-122.052734535,4532,,MIDDLEFIELD & ELLIS (NS),0
37.394951503,1,-122.076788642,4821,,MOUNTAIN VIEW STATION (0),0
37.412348245,1,-121.92831161,4802,,CISCO STATION (0),0
37.29328618,1,-121.8901291,3089,,LINCOLN & MALONE,0
37.270295494,1,-121.905732567,2968,,MERIDIAN & FOXWORTHY,0
37.295352444,1,-121.89167944,3088,,LINCOLN & CLARK,0
37.409646825,1,-121.944923784,1367,,1ST & TASMAN,0
37.323182083,1,-121.992976854,651,,STEVENS CREEK & CABOT,0
37.419649563,1,-121.876014996,3526,,PARK VICTORIA & CLEAR LAKE,0
37.42353385,1,-121.877650422,3527,,PARK VICTORIA & YELLOWSTONE,0
37.415805,1,-121.876229,3524,,LANDESS & PARK VICTORIA,0
37.416828122,1,-121.875136153,3525,,PARK VICTORIA & LANDESS,0
37.404115921,1,-121.866489134,3522,,MORRILL & KNIGHTS BRIDGE,0
37.406064548,1,-121.867913027,3523,,MORRILL & TOBIN,0
37.397189621,1,-121.870587247,3520,,HOSTETTER & CAPITOL,0
37.39900079,1,-121.868014782,3521,,HOSTETTER & AGUA VISTA,0
37.352684776,1,-122.077693968,1508,,GRANT & FREMONT,0
37.425560804,1,-121.879510889,3528,,PARK VICTORIA & LASSEN,0
37.427219572,1,-121.881037437,3529,,PARK VICTORIA & YOSEMITE,0
37.416040886,1,-122.103616595,1364,,SAN ANTONIO & MIDDLEFIELD,0
37.354407692,1,-122.077735355,1509,,GRANT & GARTHWICK,0
37.4189093,1,-122.13436082,338,,EL CAMINO & MATADERO,0
37.154400533,1,-121.645280863,225,,MISSION VIEW & COCHRANE,0
37.390670704,1,-121.900843705,3225,,OAKLAND & WAYNE (MD),0
37.323061343,1,-122.023577836,658,,STEVENS CREEK & BLANEY,0
37.23954104,1,-121.976794176,2699,,WINCHESTER & FARLEY,0
37.236249677,1,-121.977330072,2698,,WINCHESTER & BLOSSOM HILL,0
37.222999657,1,-121.97133121,2697,,LOS GATOS & STACIA,0
37.220976308,1,-121.974169446,2696,,MAIN & JACKSON,0
37.22120529,1,-121.97910881,2695,,LOS GATOS CIVIC CENTER,0
37.308194544,1,-121.900981589,3082,,LINCOLN & WILLOW,0
37.32523805,1,-121.797996741,1226,,QUIMBY & WHITE,0
37.396438322,1,-121.901944396,3227,,OAKLAND & CALLE ARTIS,0
37.374257606,1,-121.894361632,3220,,OAKLAND & BERGER,0
37.375626086,1,-122.013598712,4557,,WOLFE & KIFER,0
37.380141936,1,-121.895259777,3222,,OAKLAND & CORIE (MD),0
37.40487914,1,-121.902704072,3230,,MAIN & MONTAGUE,0
37.408431858,1,-121.902575483,3231,,MAIN & CEDAR,0
37.377807945,1,-121.965978971,1968,,SAN TOMAS & SCOTT,0
37.370923522,1,-121.965802743,1969,,SAN TOMAS & WALSH,0
37.329496471,1,-121.950341273,1618,,WINCHESTER & PRUNERIDGE,0
37.326783688,1,-121.947588574,1619,,VALLEY FAIR TRANSIT CENTER,0
37.391044481,1,-121.972915168,1964,,MISSION COLLEGE & FREEDOM (NS),0
37.388905102,1,-121.969033281,1965,,MISSION COLLEGE & FREEDOM (FS),0
37.388685581,1,-121.965719372,1966,,MISSION COLLEGE & JULIETTE,0
37.426256521,1,-121.905680969,3239,,MAIN & SINNOTT,0
37.397355124,1,-121.985072705,1960,,PATRICK HENRY & CURVE,0
37.395862486,1,-121.979601211,1961,,PATRICK HENRY & OLD IRONSIDES,0
37.395613902,1,-121.978013766,1962,,GREAT AMERICA & PATRICK HENRY,0
37.392548335,1,-121.975959174,1963,,MISSION COLLEGE & GREAT AMERICA,0
37.369603083,1,-121.960717617,4550,,WALSH & SCOTT,0
37.251286187,1,-121.822051266,1114,,BLOSSOM HILL & EAGLES,0
37.396321613,1,-121.845389564,3675,,PIEDMONT & BERRYESA,0
37.319720983,1,-121.932019578,2873,,BASCOM & SCOTT,0
